Competition_Name,Gender,Country,Season_End_Year,Round,Wk,Day,Date,Time,Home,HomeGoals,Home_xG,Away,AwayGoals,Away_xG,Attendance,Venue,Referee,Notes,MatchURL
FIFA World Cup,M,NA,2018,Group stage,1,Sun,6/17/2018,16:00,Costa Rica cr,0,0.5,rs Serbia,1,1.7,41432,Cosmos Arena (Neutral Site),Malang Diédhiou,,https://fbref.com/en/matches/73b53b07/Costa-Rica-Serbia-June-17-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Sun,6/17/2018,18:00,Germany de,0,1.8,mx Mexico,1,0.8,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Alireza Faghani,,https://fbref.com/en/matches/4100c1fb/Germany-Mexico-June-17-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Sun,6/17/2018,21:00,Brazil br,1,1.7,ch Switzerland,1,0.6,43109,Rostov Arena (Neutral Site),César Ramos,,https://fbref.com/en/matches/47906d9c/Brazil-Switzerland-June-17-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Mon,6/18/2018,15:00,Sweden se,1,1.9,kr Korea Republic,0,0.3,42300,Stadion Nizhny Novgorod (Neutral Site),Joel Aguilar,,https://fbref.com/en/matches/81558c33/Sweden-Korea-Republic-June-18-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Mon,6/18/2018,18:00,Belgium be,3,1.2,pa Panama,0,0.7,43257,Olimpiyskiy Stadion Fisht (Neutral Site),Janny Sikazwe,,https://fbref.com/en/matches/fe0f9213/Belgium-Panama-June-18-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Mon,6/18/2018,21:00,Tunisia tn,1,0.9,eng England,2,2.4,41064,Volgograd Arena (Neutral Site),Wilmar Roldán,,https://fbref.com/en/matches/3dbb130b/Tunisia-England-June-18-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Tue,6/19/2018,15:00,Colombia co,1,0.7,jp Japan,2,1.9,40842,Mordovia Arena (Neutral Site),Damir Skomina,,https://fbref.com/en/matches/6b881027/Colombia-Japan-June-19-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,1,Tue,6/19/2018,18:00,Poland pl,1,0.9,sn Senegal,2,1.2,44190,Otkrytie Arena (Neutral Site),Nawaf Shukralla,,https://fbref.com/en/matches/e254550a/Poland-Senegal-June-19-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Tue,6/19/2018,21:00,Russia ru,3,0.9,eg Egypt,1,1.5,64468,Gazprom Arena (Neutral Site),Enrique Cáceres,,https://fbref.com/en/matches/d054010d/Russia-Egypt-June-19-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Wed,6/20/2018,15:00,Portugal pt,1,0.9,ma Morocco,0,0.9,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Mark Geiger,,https://fbref.com/en/matches/0f37c1da/Portugal-Morocco-June-20-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Wed,6/20/2018,18:00,Uruguay uy,1,1.6,sa Saudi Arabia,0,0.3,42678,Rostov Arena (Neutral Site),Clément Turpin,,https://fbref.com/en/matches/958f044b/Uruguay-Saudi-Arabia-June-20-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Wed,6/20/2018,21:00,IR Iran ir,0,0.3,es Spain,1,2.1,42718,Kazan Arena (Neutral Site),Andrés Cunha,,https://fbref.com/en/matches/cd0c54ed/IR-Iran-Spain-June-20-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Thu,6/21/2018,16:00,Denmark dk,1,0.9,au Australia,1,1.3,40727,Cosmos Arena (Neutral Site),Antonio Matéu Lahoz,,https://fbref.com/en/matches/85bb652d/Denmark-Australia-June-21-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Thu,6/21/2018,20:00,France fr,1,1.8,pe Peru,0,0.4,32789,Stadion Central'nyj (Neutral Site),Mohammed Abdulla Hassan,,https://fbref.com/en/matches/a8de3334/France-Peru-June-21-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Thu,6/21/2018,21:00,Argentina ar,0,1,hr Croatia,3,1.6,43319,Stadion Nizhny Novgorod (Neutral Site),Ravshan Irmatov,,https://fbref.com/en/matches/c4ec1ec2/Argentina-Croatia-June-21-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Fri,6/22/2018,15:00,Brazil br,2,3,cr Costa Rica,0,0.1,64468,Gazprom Arena (Neutral Site),Björn Kuipers,,https://fbref.com/en/matches/be3e2453/Brazil-Costa-Rica-June-22-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Fri,6/22/2018,18:00,Nigeria ng,2,1.3,is Iceland,0,1.3,40904,Volgograd Arena (Neutral Site),Matt Conger,,https://fbref.com/en/matches/66f80ae4/Nigeria-Iceland-June-22-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Fri,6/22/2018,20:00,Serbia rs,1,0.9,ch Switzerland,2,1.4,33167,Kaliningrad Stadium (Neutral Site),Felix Brych,,https://fbref.com/en/matches/c9743f21/Serbia-Switzerland-June-22-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Sat,6/23/2018,15:00,Belgium be,5,5.2,tn Tunisia,2,1.5,44190,Otkrytie Arena (Neutral Site),Jair Marrufo,,https://fbref.com/en/matches/f9b97a12/Belgium-Tunisia-June-23-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Sat,6/23/2018,18:00,Korea Republic kr,1,0.8,mx Mexico,2,1.8,43472,Rostov Arena (Neutral Site),Milorad Mažić,,https://fbref.com/en/matches/97e095b0/Korea-Republic-Mexico-June-23-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Sat,6/23/2018,21:00,Germany de,2,1.1,se Sweden,1,0.6,44287,Olimpiyskiy Stadion Fisht (Neutral Site),Szymon Marciniak,,https://fbref.com/en/matches/e9fc9e82/Germany-Sweden-June-23-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Sun,6/24/2018,15:00,England eng,6,2.7,pa Panama,1,0.9,43319,Stadion Nizhny Novgorod (Neutral Site),Gehad Grisha,,https://fbref.com/en/matches/f68efc38/England-Panama-June-24-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Sun,6/24/2018,20:00,Japan jp,2,1,sn Senegal,2,1.7,32572,Stadion Central'nyj (Neutral Site),Gianluca Rocchi,,https://fbref.com/en/matches/59b7ead6/Japan-Senegal-June-24-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,2,Sun,6/24/2018,21:00,Poland pl,0,0.8,co Colombia,3,1.4,42873,Kazan Arena (Neutral Site),César Arturo Ramos,,https://fbref.com/en/matches/49433591/Poland-Colombia-June-24-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Mon,6/25/2018,17:00,Saudi Arabia sa,2,2.3,eg Egypt,1,0.8,36823,Volgograd Arena (Neutral Site),Wilmar Roldán,,https://fbref.com/en/matches/2fa10320/Saudi-Arabia-Egypt-June-25-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Mon,6/25/2018,18:00,Uruguay uy,3,2.1,ru Russia,0,0.2,41970,Cosmos Arena (Neutral Site),Malang Diédhiou,,https://fbref.com/en/matches/f25fa045/Uruguay-Russia-June-25-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Mon,6/25/2018,20:00,Spain es,2,2.3,ma Morocco,2,1.1,33973,Kaliningrad Stadium (Neutral Site),Ravshan Irmatov,,https://fbref.com/en/matches/39619129/Spain-Morocco-June-25-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Mon,6/25/2018,21:00,IR Iran ir,1,1.4,pt Portugal,1,1.3,41685,Mordovia Arena (Neutral Site),Enrique Cáceres,,https://fbref.com/en/matches/f572accd/IR-Iran-Portugal-June-25-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Tue,6/26/2018,17:00,Denmark dk,0,0.2,fr France,0,0.4,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Sandro Ricci,,https://fbref.com/en/matches/6a60e1ab/Denmark-France-June-26-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Tue,6/26/2018,17:00,Australia au,0,1.3,pe Peru,2,0.3,44073,Olimpiyskiy Stadion Fisht (Neutral Site),Sergey Karasev,,https://fbref.com/en/matches/a3abd3b3/Australia-Peru-June-26-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Tue,6/26/2018,21:00,Iceland is,1,1.9,hr Croatia,2,0.7,43472,Rostov Arena (Neutral Site),Antonio Matéu Lahoz,,https://fbref.com/en/matches/01e30e44/Iceland-Croatia-June-26-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Tue,6/26/2018,21:00,Nigeria ng,1,1.2,ar Argentina,2,0.9,64468,Gazprom Arena (Neutral Site),Cüneyt Çakιr,,https://fbref.com/en/matches/1185d834/Nigeria-Argentina-June-26-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Wed,6/27/2018,17:00,Korea Republic kr,2,1.8,de Germany,0,2.9,41835,Kazan Arena (Neutral Site),Mark Geiger,,https://fbref.com/en/matches/4743cce5/Korea-Republic-Germany-June-27-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Wed,6/27/2018,19:00,Mexico mx,0,1.6,se Sweden,3,2.5,33061,Stadion Central'nyj (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/16d76ac5/Mexico-Sweden-June-27-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Wed,6/27/2018,21:00,Switzerland ch,2,1.2,cr Costa Rica,2,1.4,43319,Stadion Nizhny Novgorod (Neutral Site),Clément Turpin,,https://fbref.com/en/matches/83e51111/Switzerland-Costa-Rica-June-27-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Wed,6/27/2018,21:00,Serbia rs,0,0.8,br Brazil,2,1.5,44190,Otkrytie Arena (Neutral Site),Alireza Faghani,,https://fbref.com/en/matches/6addd2ab/Serbia-Brazil-June-27-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Thu,6/28/2018,17:00,Japan jp,0,0.9,pl Poland,1,0.9,42189,Volgograd Arena (Neutral Site),Janny Sikazwe,,https://fbref.com/en/matches/94f5d825/Japan-Poland-June-28-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Thu,6/28/2018,18:00,Senegal sn,0,0.4,co Colombia,1,0.2,41970,Cosmos Arena (Neutral Site),Milorad Mažić,,https://fbref.com/en/matches/97a6949a/Senegal-Colombia-June-28-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Thu,6/28/2018,20:00,England eng,0,1.1,be Belgium,1,0.8,33973,Kaliningrad Stadium (Neutral Site),Damir Skomina,,https://fbref.com/en/matches/5c20eb91/England-Belgium-June-28-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Group stage,3,Thu,6/28/2018,21:00,Panama pa,1,0.7,tn Tunisia,2,2.5,37168,Mordovia Arena (Neutral Site),Nawaf Shukralla,,https://fbref.com/en/matches/545940e9/Panama-Tunisia-June-28-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Sat,6/30/2018,17:00,France fr,4,1.7,ar Argentina,3,1.1,42873,Kazan Arena (Neutral Site),Alireza Faghani,,https://fbref.com/en/matches/1c9745ea/France-Argentina-June-30-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Sat,6/30/2018,21:00,Uruguay uy,2,0.4,pt Portugal,1,1,44287,Olimpiyskiy Stadion Fisht (Neutral Site),César Arturo Ramos,,https://fbref.com/en/matches/8c883b46/Uruguay-Portugal-June-30-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Sun,7/1/2018,17:00,Spain es,1,1.3,ru Russia,1,1.2,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Björn Kuipers,Russia won on penalty kicks following extra time,https://fbref.com/en/matches/3750b351/Spain-Russia-July-1-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Sun,7/1/2018,21:00,Croatia hr,1,2.2,dk Denmark,1,0.8,40851,Stadion Nizhny Novgorod (Neutral Site),Néstor Pitana,Croatia won on penalty kicks following extra time,https://fbref.com/en/matches/f0fd68f3/Croatia-Denmark-July-1-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Mon,7/2/2018,18:00,Brazil br,2,3.2,mx Mexico,0,0.5,41970,Cosmos Arena (Neutral Site),Gianluca Rocchi,,https://fbref.com/en/matches/44c9a149/Brazil-Mexico-July-2-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Mon,7/2/2018,21:00,Belgium be,3,2.7,jp Japan,2,0.7,41466,Rostov Arena (Neutral Site),Malang Diédhiou,,https://fbref.com/en/matches/1fd23151/Belgium-Japan-July-2-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Tue,7/3/2018,17:00,Sweden se,1,1,ch Switzerland,0,0.4,64042,Gazprom Arena (Neutral Site),Damir Skomina,,https://fbref.com/en/matches/3e7c486b/Sweden-Switzerland-July-3-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Round of 16,NA,Tue,7/3/2018,21:00,Colombia co,1,0.5,eng England,1,1.7,44190,Otkrytie Arena (Neutral Site),Mark Geiger,England won on penalty kicks following extra time,https://fbref.com/en/matches/878a02fd/Colombia-England-July-3-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Quarter-finals,NA,Fri,7/6/2018,17:00,Uruguay uy,0,0.5,fr France,2,0.4,43319,Stadion Nizhny Novgorod (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/7d3f9961/Uruguay-France-July-6-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Quarter-finals,NA,Fri,7/6/2018,21:00,Brazil br,1,2.4,be Belgium,2,0.4,42873,Kazan Arena (Neutral Site),Milorad Mažić,,https://fbref.com/en/matches/6fa6550c/Brazil-Belgium-July-6-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Quarter-finals,NA,Sat,7/7/2018,18:00,Sweden se,0,0.7,eng England,2,0.7,39991,Cosmos Arena (Neutral Site),Björn Kuipers,,https://fbref.com/en/matches/c7b2bf0a/Sweden-England-July-7-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Quarter-finals,NA,Sat,7/7/2018,21:00,Russia ru,2,1,hr Croatia,2,1.2,44287,Olimpiyskiy Stadion Fisht (Neutral Site),Sandro Ricci,Croatia won on penalty kicks following extra time,https://fbref.com/en/matches/bd1fbaf4/Russia-Croatia-July-7-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Semi-finals,NA,Tue,7/10/2018,21:00,France fr,1,1.6,be Belgium,0,0.4,64286,Gazprom Arena (Neutral Site),Andrés Cunha,,https://fbref.com/en/matches/605079c0/France-Belgium-July-10-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Semi-finals,NA,Wed,7/11/2018,21:00,Croatia hr,2,1.9,eng England,1,0.6,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Cüneyt Çakιr,Required Extra Time,https://fbref.com/en/matches/12d32bfa/Croatia-England-July-11-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Third-place match,NA,Sat,7/14/2018,17:00,Belgium be,2,1.1,eng England,0,0.8,64406,Gazprom Arena (Neutral Site),Alireza Faghani,,https://fbref.com/en/matches/bc417615/Belgium-England-July-14-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2018,Final,NA,Sun,7/15/2018,18:00,France fr,4,1.1,hr Croatia,2,1.3,78011,Olimpiyskiy stadion Luzhniki (Neutral Site),Néstor Pitana,,https://fbref.com/en/matches/a7957cf1/France-Croatia-July-15-2018-FIFA-World-Cup
FIFA World Cup,M,NA,2022,NA,1,Mon,11/21/2022,13:00,Senegal sn,NA,NA,nl Netherlands,NA,NA,NA,Al Thumama Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9ab5c684/5bb5024a/Senegal-vs-Netherlands-History
FIFA World Cup,M,NA,2022,NA,1,Mon,11/21/2022,16:00,England eng,NA,NA,ir IR Iran,NA,NA,NA,Khalifa International Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/6a08f71e/1862c019/IR-Iran-vs-England-History
FIFA World Cup,M,NA,2022,NA,1,Mon,11/21/2022,19:00,Qatar qa,NA,NA,ec Ecuador,NA,NA,NA,Al Bayt Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9b696ed1/123acaf8/Qatar-vs-Ecuador-History
FIFA World Cup,M,NA,2022,NA,1,Mon,11/21/2022,22:00,United States us,NA,NA,wls Wales,NA,NA,NA,Ahmed bin Ali Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b1bbcad3/0f66725b/Wales-vs-United-States-History
FIFA World Cup,M,NA,2022,NA,1,Tue,11/22/2022,13:00,Argentina ar,NA,NA,sa Saudi Arabia,NA,NA,NA,Lusail Iconic Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/f9fddd6e/6e84edac/Argentina-vs-Saudi-Arabia-History
FIFA World Cup,M,NA,2022,NA,1,Tue,11/22/2022,16:00,Denmark dk,NA,NA,tn Tunisia,NA,NA,NA,Education City Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/a7c7562a/29a4e4af/Tunisia-vs-Denmark-History
FIFA World Cup,M,NA,2022,NA,1,Tue,11/22/2022,19:00,Mexico mx,NA,NA,pl Poland,NA,NA,NA,Stadium 974 (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b009a548/8912dcf0/Mexico-vs-Poland-History
FIFA World Cup,M,NA,2022,NA,1,Tue,11/22/2022,22:00,France fr,NA,NA,au Australia,NA,NA,NA,Al Janoub Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b90bf4f9/b1b36dcd/Australia-vs-France-History
FIFA World Cup,M,NA,2022,NA,1,Wed,11/23/2022,13:00,Morocco ma,NA,NA,hr Croatia,NA,NA,NA,Al Bayt Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/af41ccda/7b08e376/Morocco-vs-Croatia-History
FIFA World Cup,M,NA,2022,NA,1,Wed,11/23/2022,16:00,Germany de,NA,NA,jp Japan,NA,NA,NA,Khalifa International Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/ffcf1690/c1e40422/Japan-vs-Germany-History
FIFA World Cup,M,NA,2022,NA,1,Wed,11/23/2022,19:00,Spain es,NA,NA,cr Costa Rica,NA,NA,NA,Al Thumama Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b561dd30/1ea5ab66/Spain-vs-Costa-Rica-History
FIFA World Cup,M,NA,2022,NA,1,Wed,11/23/2022,22:00,Belgium be,NA,NA,ca Canada,NA,NA,NA,Ahmed bin Ali Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9c6d90a0/361422b9/Canada-vs-Belgium-History
FIFA World Cup,M,NA,2022,NA,1,Thu,11/24/2022,13:00,Switzerland ch,NA,NA,cm Cameroon,NA,NA,NA,Al Janoub Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/896550da/81021a70/Cameroon-vs-Switzerland-History
FIFA World Cup,M,NA,2022,NA,1,Thu,11/24/2022,16:00,Uruguay uy,NA,NA,kr Korea Republic,NA,NA,NA,Education City Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/870e020f/473f0fbf/Uruguay-vs-Korea-Republic-History
FIFA World Cup,M,NA,2022,NA,1,Thu,11/24/2022,19:00,Portugal pt,NA,NA,gh Ghana,NA,NA,NA,Stadium 974 (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9349828d/4a1b4ea8/Ghana-vs-Portugal-History
FIFA World Cup,M,NA,2022,NA,1,Thu,11/24/2022,22:00,Brazil br,NA,NA,rs Serbia,NA,NA,NA,Lusail Iconic Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/304635c3/1d6f5c9b/Brazil-vs-Serbia-History
FIFA World Cup,M,NA,2022,NA,2,Fri,11/25/2022,13:00,Wales wls,NA,NA,ir IR Iran,NA,NA,NA,Ahmed bin Ali Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b1bbcad3/6a08f71e/Wales-vs-IR-Iran-History
FIFA World Cup,M,NA,2022,NA,2,Fri,11/25/2022,16:00,Qatar qa,NA,NA,sn Senegal,NA,NA,NA,Al Thumama Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9b696ed1/9ab5c684/Qatar-vs-Senegal-History
FIFA World Cup,M,NA,2022,NA,2,Fri,11/25/2022,19:00,Netherlands nl,NA,NA,ec Ecuador,NA,NA,NA,Khalifa International Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/5bb5024a/123acaf8/Netherlands-vs-Ecuador-History
FIFA World Cup,M,NA,2022,NA,2,Fri,11/25/2022,22:00,England eng,NA,NA,us United States,NA,NA,NA,Al Bayt Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/1862c019/0f66725b/England-vs-United-States-History
FIFA World Cup,M,NA,2022,NA,2,Sat,11/26/2022,13:00,Tunisia tn,NA,NA,au Australia,NA,NA,NA,Al Janoub Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b90bf4f9/a7c7562a/Australia-vs-Tunisia-History
FIFA World Cup,M,NA,2022,NA,2,Sat,11/26/2022,16:00,Poland pl,NA,NA,sa Saudi Arabia,NA,NA,NA,Education City Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/8912dcf0/6e84edac/Poland-vs-Saudi-Arabia-History
FIFA World Cup,M,NA,2022,NA,2,Sat,11/26/2022,19:00,France fr,NA,NA,dk Denmark,NA,NA,NA,Stadium 974 (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b1b36dcd/29a4e4af/France-vs-Denmark-History
FIFA World Cup,M,NA,2022,NA,2,Sat,11/26/2022,22:00,Argentina ar,NA,NA,mx Mexico,NA,NA,NA,Lusail Iconic Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/f9fddd6e/b009a548/Argentina-vs-Mexico-History
FIFA World Cup,M,NA,2022,NA,2,Sun,11/27/2022,13:00,Japan jp,NA,NA,cr Costa Rica,NA,NA,NA,Ahmed bin Ali Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/ffcf1690/1ea5ab66/Japan-vs-Costa-Rica-History
FIFA World Cup,M,NA,2022,NA,2,Sun,11/27/2022,16:00,Belgium be,NA,NA,ma Morocco,NA,NA,NA,Al Thumama Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/af41ccda/361422b9/Morocco-vs-Belgium-History
FIFA World Cup,M,NA,2022,NA,2,Sun,11/27/2022,19:00,Croatia hr,NA,NA,ca Canada,NA,NA,NA,Khalifa International Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9c6d90a0/7b08e376/Canada-vs-Croatia-History
FIFA World Cup,M,NA,2022,NA,2,Sun,11/27/2022,22:00,Spain es,NA,NA,de Germany,NA,NA,NA,Al Bayt Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/c1e40422/b561dd30/Germany-vs-Spain-History
FIFA World Cup,M,NA,2022,NA,2,Mon,11/28/2022,13:00,Cameroon cm,NA,NA,rs Serbia,NA,NA,NA,Al Janoub Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/896550da/1d6f5c9b/Cameroon-vs-Serbia-History
FIFA World Cup,M,NA,2022,NA,2,Mon,11/28/2022,16:00,Korea Republic kr,NA,NA,gh Ghana,NA,NA,NA,Education City Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9349828d/473f0fbf/Ghana-vs-Korea-Republic-History
FIFA World Cup,M,NA,2022,NA,2,Mon,11/28/2022,19:00,Brazil br,NA,NA,ch Switzerland,NA,NA,NA,Stadium 974 (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/81021a70/304635c3/Switzerland-vs-Brazil-History
FIFA World Cup,M,NA,2022,NA,2,Mon,11/28/2022,22:00,Portugal pt,NA,NA,uy Uruguay,NA,NA,NA,Lusail Iconic Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/870e020f/4a1b4ea8/Uruguay-vs-Portugal-History
FIFA World Cup,M,NA,2022,NA,3,Tue,11/29/2022,18:00,Ecuador ec,NA,NA,sn Senegal,NA,NA,NA,Khalifa International Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9ab5c684/123acaf8/Senegal-vs-Ecuador-History
FIFA World Cup,M,NA,2022,NA,3,Tue,11/29/2022,18:00,Netherlands nl,NA,NA,qa Qatar,NA,NA,NA,Al Bayt Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/9b696ed1/5bb5024a/Qatar-vs-Netherlands-History
FIFA World Cup,M,NA,2022,NA,3,Tue,11/29/2022,22:00,Wales wls,NA,NA,eng England,NA,NA,NA,Ahmed bin Ali Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b1bbcad3/1862c019/Wales-vs-England-History
FIFA World Cup,M,NA,2022,NA,3,Tue,11/29/2022,22:00,IR Iran ir,NA,NA,us United States,NA,NA,NA,Al Thumama Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/6a08f71e/0f66725b/IR-Iran-vs-United-States-History
FIFA World Cup,M,NA,2022,NA,3,Wed,11/30/2022,18:00,Australia au,NA,NA,dk Denmark,NA,NA,NA,Al Janoub Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b90bf4f9/29a4e4af/Australia-vs-Denmark-History
FIFA World Cup,M,NA,2022,NA,3,Wed,11/30/2022,18:00,Tunisia tn,NA,NA,fr France,NA,NA,NA,Education City Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b1b36dcd/a7c7562a/France-vs-Tunisia-History
FIFA World Cup,M,NA,2022,NA,3,Wed,11/30/2022,22:00,Poland pl,NA,NA,ar Argentina,NA,NA,NA,Stadium 974 (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/f9fddd6e/8912dcf0/Argentina-vs-Poland-History
FIFA World Cup,M,NA,2022,NA,3,Wed,11/30/2022,22:00,Saudi Arabia sa,NA,NA,mx Mexico,NA,NA,NA,Lusail Iconic Stadium (Neutral Site),NA,NA,https://fbref.com/en/stathead/matchup/teams/b009a548/6e84edac/Mexico-vs-Saudi-Arabia-History
